ca_tilean_umbrian_troops_1;Underrated Umbrians;;;;;;;;;x
ca_tilean_umbrian_troops_2;Underrated Umbrians;;;;;;;;;x
ca_tilean_umbrian_troops_3;Underrated Umbrians;;;;;;;;;x
ca_tilean_umbrian_troops_4;Underrated Umbrians;;;;;;;;;x
ca_tilean_umbrian_troops_1_desc;Umbria is what the men of Sigmar's Empire would call "Marcher country". The picturesque hills and valleys of the region are never quite peaceful, as the threat of greenskins raiding over the narrow Apuccini passes can't be ignored. Skilled patrols of light horsemen prowl the countryside, charged with hunting down small bands of orcs - or sounding the alarm if they see a bigger war party.;;;;;;;;;x
#
# TILEAN CITY BUILDINGS
#
ct_tilean_barracks_1;Citizen-soldiers;;;;;;;;;x
ct_tilean_barracks_2;Citizen-soldiers;;;;;;;;;x
ct_tilean_barracks_3;Citizen-soldiers;;;;;;;;;x
ct_tilean_barracks_4;Citizen-soldiers;;;;;;;;;x
ct_tilean_barracks_5;Citizen-soldiers;;;;;;;;;x
ct_tilean_barracks_6;Citizen-soldiers;;;;;;;;;x
ct_tilean_barracks_1_desc;Tilea's fractured politics goes all the way down to its people. Ask a Tilean where he or she is from and if you hear "Tilea" you're talking to a mercenary. Identity for most people is bound tightly to the city-state, hampering any moves to consolidate the country - but also pushing Tileans to make great sacrifices for the sake of their city. In times of war, Tilean citizens are quick to take up the spear and rally to their city's colours.;;;;;;;;;x
ct_tilean_guard_1;Sellswords Guild;;;;;;;;;x
ct_tilean_guard_2;Sellswords Guild;;;;;;;;;x
ct_tilean_guard_3;Sellswords Guild;;;;;;;;;x
ct_tilean_guard_4;Sellswords Guild;;;;;;;;;x
ct_tilean_guard_5;Sellswords Guild;;;;;;;;;x
ct_tilean_guard_1_desc;Tilea is famous as the land of mercenaries, and every city worth its walls has a hall of the Sellswords Guild where hardened dogs of war can be found. These institutions encourage a turnover in the population, attracting ambitious youths and discharging veterans who long for a warm bed every night. They also contribute to city defence, as mercenaries trapped inside a besieged city invariably hire on to the defenders at a cut-down rate.;;;;;;;;;x
#
# BORDER PRINCEDOMS
#
wonder_khypris;Khypris;;;;;;;;;x
wonder_khypris_desc;Khypris, dubbed "the City of Splendours", is a significant trade city located in the borderlands. In ages gone by, it was the capital of the Khyprote empire and retains some of the power and prestige of that fallen power.;;;;;;;;;x
wonder_myrmidens;Myrmidens;;;;;;;;;x
wonder_myrmidens_desc;Myrmidens is the largest city-state in the Borderlands, capital of the Aegean Principality, one of the sucessor states of the Myrmidan Empire. The days of Myrmidias' Empire are long gone, but the proud and civic traditions it left behind are still strong, reflected in Myrmidens' strong, yet elegant walls, designed to impress and intimidate would-be conquerors and foreign diplomats. Dealings with Dwarf holds increased Myrmidens' importance as a trading hub and a technological and military center.;;;;;;;;;x
#
# HUMAN CITY BUILDINGS
#
ct_cannonsmith_1;Cannonsmith;;;;;;;;;x
ct_cannonsmith_2;Cannonsmith;;;;;;;;;x
ct_cannonsmith_3;Cannonsmith;;;;;;;;;x
ct_cannonsmith_desc;Dwarfs have used gunpowder artillery for thousands of years, but human use of cannons only began in the 1800s. Since then, human ingenuity (what the Dwarfs would call "recklessness") has taken the initial crude designs and created a bewildering variation of designs.;;;;;;;;;x
#
# HUMAN TEMPLE BUILDINGS
#
# # First-order replacement for elite barracks # #
tp_templar_barracks_1;Templar Barracks;;;;;;;;;;;;;x
tp_templar_barracks_2;Templar Barracks;;;;;;;;;;;;;x
tp_templar_barracks_3;Templar Barracks;;;;;;;;;;;;;x
tp_templar_barracks_4;Templar Barracks;;;;;;;;;;;;;x
tp_templar_barracks_5;Templar Barracks;;;;;;;;;;;;;x
tp_templar_barracks_6;Templar Barracks;;;;;;;;;;;;;x
tp_templar_barracks_desc;All across the Old World, one can find professional warriors who take their pay in faith, rather than coin. No matter whether they pray to the Lady or Ulric, Myrmidia or Sigmar, Templars are united by their discipline and bravery.;;;;;;;;;;;;;x
# # Second-order replacements for templar barracks # #
# Ormazdic Group
tp_djinntrove_1;Djinn Treasure Trove;;;;;;;;;x
tp_djinntrove_2;Djinn Treasure Trove;;;;;;;;;x
tp_djinntrove_3;Djinn Treasure Trove;;;;;;;;;x
tp_djinntrove_4;Djinn Treasure Trove;;;;;;;;;x
tp_djinntrove_5;Djinn Treasure Trove;;;;;;;;;x
tp_djinntrove_6;Djinn Treasure Trove;;;;;;;;;x
tp_djinntrove_1_desc;Inside a vault deep within the library dwell the Djinni, bounded daemons used by Arabyan scholars for a multitude of tasks, chores, and research possibilities. While they are normally kept lock up inside the vault for their own safety, in times of war the scholars will call upon them to aid Arabyan armies in battle, providing shock troops and other types of supporting units.;;;;;;;;;x
# Old Faith
tp_albion_fenbeasts_1;Fenbeasts;;;;;;;;;x
tp_albion_fenbeasts_2;Fenbeasts;;;;;;;;;x
tp_albion_fenbeasts_3;Fenbeasts;;;;;;;;;x
tp_albion_fenbeasts_4;Fenbeasts;;;;;;;;;x
tp_albion_fenbeasts_5;Fenbeasts;;;;;;;;;x
tp_albion_fenbeasts_6;Fenbeasts;;;;;;;;;x
tp_albion_fenbeasts_desc;Albion is a land of strange magic. Among the many arcane feats of the Truthsayers is the creation of Fenbeasts, powerful elementals that connect the souls of drowned men with the matter of their wetland graves.;;;;;;;;;x
# Necromantic Group
tp_grave_guards_1;Grave Guard;;;;;;;;;x
tp_grave_guards_2;Grave Guard;;;;;;;;;x
tp_grave_guards_3;Grave Guard;;;;;;;;;x
tp_grave_guards_4;Grave Guard;;;;;;;;;x
tp_grave_guards_5;Grave Guard;;;;;;;;;x
tp_grave_guards_6;Grave Guard;;;;;;;;;x
tp_grave_guards_desc;The armies of undeath are anchored by Grave Guard. These skeletal warriors are clad in ancient, rusting armour, but they are terrifyingly resilient and strong.;;;;;;;;;x
# Stromfels
tp_sons_of_stromfels_1;Sons of Stromfels;;;;;;;;;x
tp_sons_of_stromfels_2;Sons of Stromfels;;;;;;;;;x
tp_sons_of_stromfels_3;Sons of Stromfels;;;;;;;;;x
tp_sons_of_stromfels_4;Sons of Stromfels;;;;;;;;;x
tp_sons_of_stromfels_5;Sons of Stromfels;;;;;;;;;x
tp_sons_of_stromfels_6;Sons of Stromfels;;;;;;;;;x
tp_sons_of_stromfels_desc;The Shark God sometimes bestows a terrible "blessing" upon his devout followers. These wretches possess the power to transform themselves into a monstrous shark-man hybrid, complete with the head and terrible jaws of a shark. While the transformation is extremely painful and cannot be sustained for long periods, it provides the Stromfels faith with powerful shock troops.;;;;;;;;;x
# # First-order replacement for Temple barracks # #
tp_zealot_barracks_1;Zealots;;;;;;;;;x
tp_zealot_barracks_2;Zealots;;;;;;;;;x
tp_zealot_barracks_3;Zealots;;;;;;;;;x
tp_zealot_barracks_4;Zealots;;;;;;;;;x
tp_zealot_barracks_5;Zealots;;;;;;;;;x
tp_zealot_barracks_6;Zealots;;;;;;;;;x
tp_zealot_barracks_desc;Faith might not move mountains, but it certainly moves the human heart. In every human culture, there are those who are more than true believers, fanatic souls willing to suffer death to advance what they believe to be the interests of their god.;;;;;;;;;x
# # Second-order replacements for Zealots # #
# Necromantic
tp_crypt_ghouls_1;Crypt Ghouls;;;;;;;;;x
tp_crypt_ghouls_2;Crypt Ghouls;;;;;;;;;x
tp_crypt_ghouls_3;Crypt Ghouls;;;;;;;;;x
tp_crypt_ghouls_4;Crypt Ghouls;;;;;;;;;x
tp_crypt_ghouls_5;Crypt Ghouls;;;;;;;;;x
tp_crypt_ghouls_6;Crypt Ghouls;;;;;;;;;x
tp_crypt_ghouls_desc;In the terrible realms ruled over by necromantic powers, cemetaries become feeding grounds for ghouls and other lesser undead. These monsters form an inexhaustible supply of cannon fodder for necromantic generals.;;;;;;;;;x
# # First-order replacement for Temple School # #
tp_morr_gardens_1;Gardens of Morr;;;;;;;;;x
tp_morr_gardens_2;Gardens of Morr;;;;;;;;;x
tp_morr_gardens_desc;At the end of a human's life, they entrust themselves to Morr, God of Death and Dreaming. The spirit's fate is perhaps unknowable to mortals, but the body is laid to rest in one of Morr's Gardens. In larger settlements, black-clad Morrian Templars stand guard over these cemetaries to prevent necromancers from raising armies from the departed.;;;;;;;;;x
# # Second-order replacements for Gardens of Morr # #
# Kislev/Northern
tp_kislev_funerals_1;Funerals for the Living;;;;;;;;;x
tp_kislev_funerals_2;Funerals for the Living;;;;;;;;;x
tp_kislev_funerals_desc;Kislev is a grim land and some of its customs seem morbid to outsiders. Kislevites do not wait for a person's death before holding a funeral. Instad, they mourn in anticipation of a death, wishing young men a fair passage to the afterlife when they enlist in the Tzar's armies and mourning young women when they expect their first child. Foreigners do not understand that this is not fatalism, but practicality. When a man or woman of Kislev dies, their friends and family may be too hard-pressed to organize a proper funeral.\nBetter to mourn when times are good.;;;;;;;;;x
# Old Faith
tp_sacred_grove_1;Sacred Grove;;;;;;;;;x
tp_sacred_grove_2;Sacred Grove;;;;;;;;;x
tp_sacred_grove_desc;The people of Albion do not fear death. They fear death by old age and disease, being reduced from their firm body of youth to a sagging mockery before their demise. When a great warrior of Albion lives long enough to see the first signs of age, he goes into one of the Sacred Groves of Damu and merges with nature. Thereby, he becomes a Viridian Lord, an eternal champion of the land who will defend Albion for ages to comes.;;;;;;;;;x
# Ormazdic

# Necromantic
tp_apprentice_necromancers_1;Apprentice Necromancers;;;;;;;;;x
tp_apprentice_necromancers_2;Apprentice Necromancers;;;;;;;;;x
tp_apprentice_necromancers_desc;It's hard to find good help! Even more so when most of your minions are mindless shambling husks. Best to invest in a few half-way clever apprentices to handle the busywork of wrangling walking corpses and so forth.;;;;;;;;;x
#
# VAMPIRE BUILDINGS
#
ca_strigoi_cove;Strigoi Cove;;;;;;;;;;;;;
ca_strigoi_cove_desc;A Strigoi lingers within this province. The old and bitter undead has found home in some obscure necropolis or subterranean fortress. Likely a labyrintine complex not easy to access.;;;;;;;;;;;;;
tb_strigoi_cove;Strigoi Cove;;;;;;;;;;;;;
ca_necrarch_tower;Necrarch Tower;;;;;;;;;;;;;
ca_necrarch_tower_desc;The Necrarchs spend most of their time hiding in well protected and obscurely-located wizard towers, enwrapped in traps and protection spells which make them all but impregnable.;;;;;;;;;;;;;
ct_necrarch_tower;Necrarch Tower;;;;;;;;;;;;;
tp_necrarch_tower;Necrarch Tower;;;;;;;;;;;;;
tb_necrarch_tower;Necrarch Tower;;;;;;;;;;;;;
ca_silver_pinnacle;Silver Pinnacle;;;;;;;;;x
ca_silver_pinnacle_desc;Silver Pinnacle, mirror of her palace in Lahmia. In the innermost chambers, which are lit by torches, she has rebuilt the splendour of that ancient city. The scents of burning incense and perfumed oils fill the air. The walls are covered in hieroglyphics picked out with gemstones and gold. Statues with lapis lazuli eyes stare down at beautiful Vampire handmaidens wearing the clothes of Nehekhara. Here, Neferata idly pulls the strings that change history, whilst she drinks the blood of beautiful youths and listens to the music her Undead children make. Surrounding the court is a network of trapped passages and Undead guards covered from head to toe in black. Only those mortals of the queen's choosing are allowed past them.;;;;;;;;;x
ca_vampire_cove;Vampire's Cove;;;;;;;;;x
ca_vampire_cove_desc;Vampire's Cove, built upon the old ruins of Huatl, is a hub for pirate activity in central Lustria. Huatl was but a ruin of the Lizardmen, but once Luther Harkon and his undead pirate crew arrived, they conquered the stretch of Lustrian coastline now known as the Vampire coast. It is now as rich or powerful as any other coastal settlement, in no small thanks to being ruled by an immortal vampire.;;;;;;;;;x
ca_undead_catacombs;Undead Catacombs;;;;;;;;;;;;;
ct_undead_catacombs;Undead Catacombs;;;;;;;;;;;;;
tp_undead_catacombs;Undead Catacombs;;;;;;;;;;;;;
tb_undead_catacombs;Undead Catacombs;;;;;;;;;;;;;
ca_undead_catacombs_desc;Mindless forms of undead tend to instinctively gather around vampires like moths to a light, ready to obey their dark masters' commands.;;;;;;;;;;;;;
ca_ghoul_colony_1;Ghoul Colony;;;;;;;;;;;;;
ct_ghoul_colony_1;Ghoul Colony;;;;;;;;;;;;;
tp_ghoul_colony_1;Ghoul Colony;;;;;;;;;;;;;
tb_ghoul_colony_1;Ghoul Colony;;;;;;;;;;;;;
ca_ghoul_colony_1_desc;A pack of ghouls has gathered in this province, feeding on the local populace in exchange for its utter obedience to the local vampire lord.;;;;;;;;;;;;;
ca_gothic_keep_1;Gothic Wing;;;;;;;;;;;;;
ca_gothic_keep_1_desc;The Sylvanian vampires are well known for building vast and grotesque fortresses, large enough for them to entertain themselves in all those activities that mortals usually partake in the outside.;;;;;;;;;;;;;
ca_gothic_keep_2;Gothic Wing;;;;;;;;;;;;;
ca_gothic_keep_3;Gothic Wing;;;;;;;;;;;;;
ca_gothic_keep_4;Gothic Fortress;;;;;;;;;;;;;
ca_gothic_keep_5;Gothic Fortress;;;;;;;;;;;;;
ca_gothic_keep_6;Gothic Fortress;;;;;;;;;;;;;
#
# FIMIR BUILDINGS
#
tb_cragfort_1;Desolate Fortress;;;;;;;;;x
tb_cragfort_2;Desolate Fortress;;;;;;;;;x
tb_cragfort_3;Desolate Fortress;;;;;;;;;x
tb_cragfort_4;Desolate Fortress;;;;;;;;;x
tb_cragfort_1_desc;The Fimir are an ancient race of Cyclops-like, half-daemonic monsters that inhabit the marshes and bogs of the old world. Long ago, these twisted and evil creatures were the chosen servants of the Dark Gods, but when the first of Mankind arrived, the Fimir lost the favor of their patrons, and their dark empire fell. Now, most live in Ruined, Desolate fortresses and castles deep in the bogs and marshes of the old world.;;;;;;;;;x
tb_shearllevy_1;Shearl Pens;;;;;;;;;x
tb_shearllevy_2;Shearl Pens;;;;;;;;;x
tb_shearllevy_3;Shearl Pens;;;;;;;;;x
tb_shearllevy_4;Shearl Pens;;;;;;;;;x
tb_shearllevy_1_desc;The Shearl are the lowest in the Fimir caste system, being the 'drones' of the race. They are a stupid, slow-witted bunch, and are mostly used as chaff for the nobles and warriors.;;;;;;;;;x
tb_fimmwarriors_1;Fimm Warriors;;;;;;;;;x
tb_fimmwarriors_2;Fimm Warriors;;;;;;;;;x
tb_fimmwarriors_3;Fimm Warriors;;;;;;;;;x
tb_fimmwarriors_4;Fimm Warriors;;;;;;;;;x
tb_fimmwarriors_1_desc;The Fimm are the second highest class in the Fimir caste system, being the warriors and nobles of the race. While they are about as intelligent as an Ork, they have the same brutish strength and behaviour, easily overpowering a man.;;;;;;;;;x
tb_dirachlair_1;Dirach Lair;;;;;;;;;x
tb_dirachlair_2;Dirach Lair;;;;;;;;;x
tb_dirachlair_3;Dirach Lair;;;;;;;;;x
tb_dirachlair_4;Dirach Lair;;;;;;;;;x
tb_dirachlair_1_desc;The Dirach are the third highest class of the Fimir caste system, being the wizards and priests of the race. Much like the Meargh, they are highly intelligent, and the Dirach are capable of controlling and binding Daemons to their services, such as Nuckelavees. While not as powerful as a trained Human wizard, Dirach are still very deadly, and can demolish scores of soldiers in seconds.;;;;;;;;;x
tb_ruinedarmory_1;Ruined Armory;;;;;;;;;x
tb_ruinedarmory_2;Ruined Armory;;;;;;;;;x
tb_ruinedarmory_3;Ruined Armory;;;;;;;;;x
tb_ruinedarmory_4;Ruined Armory;;;;;;;;;x
tb_ruinedarmory_1_desc;While the Shearl do not wear armor into battle, the Fimm, Dirach, and Meargh do wear rudimenary armor and have some quality weapons to use, but most of these arms and wears come from the long abandon stocks of their home, left when the previous inhabitants either died or abandon the fortress.;;;;;;;;;x
#
# NEW WORLD UNIQUE BUILDINGS
#
tb_quittax;Qu'ittax;;;;;;;;;x
